"User","Location","Date of Review","Review Title","Review"
"RickN6900","Los Angeles","December 8, 2015","Nice Snorkeling trip","Spent an afternoon floating lazily along while viewing the giant clams in the bay. There are so many of different colors and sizes. Very nice for those who like to take photographs underwater."
"Morris Adelon A"," ","November 23, 2015","Giant Clams","Swim to see the different kinds of taclobo as the locals calls it. Safe, fun and a really unique, new experience only in Samal. Enjoy the water and the sight. Caretakers are accomodating and friendly. Make sure to visit this place and help the locals and the NGOs in the conservation and preservation of this creatures before its too late."
"Dimple S"," ","September 28, 2015","Nature Unmatched","Never miss the chance to see these one-of-a-kind creatures. They may not be originally from Davao (I learned that they were shipped from Bolinao) but they sure are at home in this sea. You will really appreciate the beauty of nature once you snorkel with them. There are beautiful fish as a bonus of this experience."
"Vanessa G","Manila, Philippines","September 2, 2015","Unique Experience","lots of giant clams and sea urchins. OK to go once and see the giant clams but its not worth going back."
"Alison T","Singapore","July 23, 2015","Do not miss this activity.","It was a great experience to see the giant clams. At first, we thought they were just big stones underneath the sea. We saw water snake too. Do not struggle and do not touch it. We really loved to see all the different fish, star...More"
"DingLacostales","Manila, Philippines","July 10, 2015","Unique experience","You can see the giant clams up close and even touch them. I know it pales in comparison if your doing any scuba diving and such but it's a pretty good experience."
"SGregersen","Kalundborg, Denmark","July 4, 2015","Great snorkeling","Great experience to snorkle on giant clams - the largest was 1,5 meter wide. After a dive on Diaz Wall nearby, we persuaded the captain to take us the sanctuary."
"vardkeem","Cebu Island, Philippines","June 18, 2015","GIANT . . . .really, clams at least 2 feet","memorable experience seeing those beautiful creatures underwater, really amazing. the fare to the sanctuary is expensive for group under 5 persons."
"Kim K","Manila, Philippines","June 14, 2015","Protecting the clams","I loved that the Philippinos are taking the preserving of the clam species seriously and are helping restore the protection of the ocean life"
"ronsdy","philippines","March 27, 2015","top 2 best places to visit in Samal","When in Samal this place the the coral garden area are the place place to visit and go for a swim. The people taking care of the clams are very knowledgeable and would share their passion for taking care of the clams."
"virmen","Malaybalay City, Philippines","March 21, 2015","the place is quite nice for you to enjoy be sure to bring your own things for snorkeling","the place is quite nice for you to enjoy be sure to bring your own things for snorkeling/i like the clams the tour guides as well they explain what happening there/."
"Laagankaayoko","Iligan, Philippines","December 22, 2014","The Last of the Giants","Best way to encounter this last of giants. They showed me a 19months old which a size of a 5peso coin. Don't know how old are those 1.5 meters length when you go there you can ask it for me to know. Best time to...More"
"RomanesinAsia","Davao City, Philippines","November 26, 2014","Yes , they are GIANT !","Feels good to see a place dedicated to preserve these incredibly huge and beautiful animals. Nice snorking for all the family, Very friendly guides. Easy to get there."
"rubberunethical","Dubai","August 10, 2014","Clean thrilling swim","Scorching hot out in mid-sea. Swam all around but saw clams fewer and far between than advertised in the hundreds."
"DrunkenDugong","Davao City, Philippines","June 26, 2014","Snorkeling with Giant Clams","The Giant Clam Sanctuary on Samal Island is an ongoing conservation project of the Davao del Norte State College and is open to visitors. It's a protected breeding colony of several species of giant clams, taklobo in the local language. Giant clams have been overfished...More"
