"User","Location","Date of Review","Review Title","Review"
"Grace B","Davao","May 22, 2017","Informative visit ","My family had a chance to visit the Monfort Bat Sanctuary as one of the highlights of our inland tour in Samal.   The Monfort Bat Sanctuary is one of the tourist attraction in Samal because it is the home of Geoffrey Rousette fruit bats. There are millions of these bats in one cave with several openings.   We learned that it is the largest single colony of this kind of bats , which earned the place their Guinness World Record. Our guide informed us that these bats can reach as far as Bukidnon just to look for food at night but all of them always come back to this sanctuary in the morning. These bats eat the flowers of durian and other fruits and nectar. These bats are also the prey of crows and snakes. Dead bats are also eaten by the rats.   The cave has several openings, the tour guide showed to us the big opening where mating usually happens and where they train their young. In another opening, we found mostly males while in another opening , the aged ( senior citizen , they said) are found.   The entrance fee to this sanctuary is P 100.00 and you pay P 5.00 for environmental fee.   Upon entering the place you can already hear the sound of the bats and smell their pungent odor. Visitors can wear masks upon entering the place.   This place is worth a visit if you are in Samal Island. "
"Conie a"," ","April 3, 2017","Simple bat sanctuary ","It's a simple bat sanctuary.If you appreciate bats then a visit here is worth it.Put a mosquito patch or apply an off lotion before coming here."
"Luchie Kin A"," ","March 27, 2017","Summer Samal Island Tour","Hmmm It was an awesome experience to visit a place like Monfort Bat Cave.. But I know for most people it's diagusting and boring... Disgusting coz of the bad smell from the Bat's Cave. Boring coz of the place... But for me I find it very awesome to visit a place where you can see Millions of Bats and got a record in Guinness. Sad coz most Filipino don't know this wonderful place in our very own country."
"Liezl E"," ","March 20, 2017","Guide is very informative. Love the bat caves","Our guide is very informative. Very educational. Love the bat caves. The smell did not bother me but my mom did. Overall nice place to visit."
"Jennelyn T","San Jose del Monte, Philippines","February 20, 2017","Millions of fruit bats of all ages","There are different ""caves"" called ""wards"" for male, female, the training school, the senior ward etc. So the bats are classified on those. Some pungent smell due to their droppings but its natural, I hope they can improve further the sanctuary so as to attract more tourist...And there's even a tour guide..."
"jan j","makati city","February 14, 2017","Has the largest colony of fruit eating bats. Educational!","I've been to other bat sancutary in other places her ein the Philippines but it is my first time to see this large colony of bats and volunteers here have a lot of information to share. Each sink hole is for a specific age group of bats and purpose... Mating Bat for mature bats which intends to mate or make new baby bats. No wonder you will see bats in pair :)  There is a sink hole for mother bats to rear their young bats, while another one where you will see young bats training to fly and feed on their own. Each age group has a unique way of flying too.. Isn't that fun? knowing all these info while touring around. Not only that the entrance fee you pay Php100 (2usd) goes to the conservation of these bats, which also contributes in the propagation of fruit bearing trees in the province. So check this out!"
"Jelle V","Melbourne, Australia","February 3, 2017","Interesting and educational","This fruit bat colony costs P100 per person and is about 400 metres off the main road on a gravel track that in one place was steep. There are five caves where some of the claimed 2.5 million bats were visible including babies. The guano...More"
"macasaetchris"," ","January 21, 2017","Must See","this is one of the highlights in Samal Island. the tour guide is quites knowledgeable about the bats. When you plan to get here, prepare a face mask or a handerchief because of the ""guano"" or bat poop. :)"
"Wreckxki","Makati, Philippines","December 14, 2016","2.8 MILLION BAT IN ONE PLACE!","Entrance fee is 100 per head Good: 1. Get to see some 2.8 million fruit bats in on place! No other place in the world can offer you that! 2. Protected area 3. Has tour guide Not so bad: 1.Be ready to smell their poop!...More"
"Marlita C","Quezon City, Philippines","November 18, 2016","Educational Trip","This was our first itinerary on our day tour in Samal Island. I have been to a lot of bat caves already but this was the most informative and I was really amazed how unique bats are. The tour guide explained really well how the...More"
"carolbernardoqbo"," ","October 19, 2016","Amazing","I had goose bumps looking at all the millions of bats inside the cave. You cannot enter but you can watch the bats all upside down hanging from the cave. spend about 30 minutes there. They also recommend the sunset viweing when you see the...More"
"Whangs","Pasig, Philippines","October 5, 2016","Stinky but Lovely and Educational","This place is worth visiting. You'll be amazed to learn more on how the bat lives. The tour guides are also very friendly ready to accommodate your questions. The place stinks but that would be pretty obvious considering the number of bats that live there."
"77Raine27","Manila, Philippines","September 19, 2016","Appreciate the Bat Life Cycle","Very impressive to see people taking care of the bat species. See bat habitats up close. The place, of course, has a pungent smell due to the nitrogen from the guano droppings -- but who cares? Nice to see"
"marco v","Cavite Province, Philippines","September 8, 2016","Boring","Had an inland tour of Samal. Went to MONTFORT SANCTUARY aka bat caves. The tour guide mentioned that they have biggest number of bats of the same species according to Guiness Book of world record. Nothing extraordinary. Find the place boring. Just saw the bats...More"
"Luzonita","Las Pinas, Philippines","August 4, 2016","Bats","Cool to see more then 2.5 million bats. It is a nice place to visit tour guide is kind and really gives a lot of information.You can see them via big holes in the ground."
"Chortuguese"," ","July 24, 2016","In to the Batcave!","Your Samal Island visit would not be complete without visiting the Montfort Bat Sanctuary. It's a holder of a Guinness World Record! + points > 2.5 million fruit bats > very witty and knowledgeable tour guide (forgot her name, but she is very witty and...More"
"Jona A"," ","July 10, 2016","2.5 Million bats - overwhelming but is a sight to behold","Very knowleadgeable guide. It was a unique experience that I recommend eveyone to see. This is about 20mins away from the port. Hire a tricycle and haggle."
"Cecilia J"," ","June 26, 2016","Wow. Great place ","Came here as I wanted to see how bats live and boy did I see. There are literally thousands of bats. It's really cool to see the caves and see the bats hanging there. The only thing some people won't lime is the smell. It's...More"
"Pietro B"," ","June 1, 2016","Plenty o' bats","A very witty and knowledgeable guide made this trip memorable. She shared a lot of information about how these bats survive and their contribution to the eco-system. We also saw two very large lizards while observing the bats from afar."
"Chelsea S"," ","May 22, 2016","Bats galore...","Fun trip to see the bats. Doesn't take much time and is very cool. There are several close areas where you can see them in broad daylight, many which are flitting around their area. I would had enjoyed seeing them take flight in the evening....More"
"vaneza_gonsalves"," ","May 15, 2016","Fascinating flying mammals protected in a well managed conservation site","Despite the fact that we had gone to see the bats in this sanctuary many times before with family and friends, this was the first time we went for the night viewing. At 100 pesos each it was cheap. The guide was an enthusiastic lady...More"
"charmed497"," ","May 8, 2016","A must do","Definitely worth seeing, well preserved Guinness world record holding destination. Doesn't smell as bad as I thought, need about half an hour to see everything. Very friendly people, the sunset tour would be awesome we only went during the day. If you're going to Samal...More"
"manila"," ","May 5, 2016","Incredible natural bat habitat","Could not believe the enormity of the bat caves. If you are on Samal Island or near Davao, please make the trip to Monfort Bat Sanctuary. Very informed guides will educate you on the populations within the cave. When you go there, take in everything...More"
"April F"," ","March 23, 2016","I'm not sure though...","We went there with my family as part of our tour c/o Paradise Island Beach Resort. The tour guide wasn't very informative at all, maybe because for a family of three, she thinks we wouldn't mind knowing nothing about it at all. We were the...More"
"Mariel G"," ","March 15, 2016","The only bat sanctuary in the Philippines","This is our first stop in our itinerary in Davao. We rode the habal-habal to reach this place. The habal habal drivers already have their itinerary for us when we talked to them. This is their usual stop when taking their tour."
"Joy B"," ","March 7, 2016","Great side trip","If you are staying in Samal and would like to have a jam packed day, try to include Monfort. They say its best to go there around 5Pm so you can see them fly. It was a very educational experience and you get to help...More"
"FrogBandit"," ","March 3, 2016","Also natural and amazing","Seeing all those millions of fruits bats on their caves are amazing. They are so cute and harmless. But you have to consider their smell."
"Angela M"," ","March 2, 2016","Amazing number of bats","Incredible number of bats in various cave openings. Extremely friendly and knowledgeable staff. You can't enter the caves due to the fumes and snakes but well worth the visit. A nice short down to the beach also."
"Justin S"," ","February 29, 2016","Love those bats! ❤😍","Its nice to know that there are still people preserving the natural habitat of those bats.. and taking care of them..Our tour guide, I forgot her name, she is so witty, she really informed us about bats, and she is really nice.."
"vir n"," ","February 13, 2016","for the nature lover, this is a must","I went while the bats were roosting and at sundown when the bat tornado was on the move. I found the bats very cute and charming. But the stench of ammonia is quite overpowering (though normal of a bat cave). With over 1.5 million fruit...More"
"Jake2014jake","Pasig, Philippines","February 4, 2016","An amazing attraction which is a Guinness World Record holder!","Transportation in the island is through tricycles (motorcycle with sidecar) which is a tad expensive, or astride a motorcycle behind the driver, which is cheaper. There is an entrance fee of 100 pesos which goes to the maintenance of the place so don't be a...More"
"Peter19502013","Davao","January 7, 2016","Interesting , fun and educational","We have been twice. Last time there was an English speaking guide there which made it much more interesting ( of course)  You do not enter the cave but watch thru big holes into the cave.  You come quite close and can see the faces of the 2.7 million bats! There is nursery for baby bats and special area for old bats etc. At 6 PM o clock most of them leave for food and come back six hours later. To see them depart is very special site indeed. It is about 10 min from ferry boat and the road is good. "
"Morris Adelon A","Davao","December 12, 2015","One of Samals Interesting Places ","May do a quick visit when touring samal, learn something about the bats, see how numerous they are but be prepared for a short walk on uneven ground and some smelly experience"
"MarieMarc2014","Los Angeles","December 8, 2015","Interesting Place to Vist, S Many Bats!","This was part of a day tour I did out of the Hof Gorei resort. Very interesting place to visit and so many bats moving around within the caves. From what I have read you can actually arrange a visit at dusk to watch them fly out of the caves."
"Elmo B","Cavite Province, Philippines","December 2, 2015","Appreciation of Fruit Bats","Fruit bats in davao is the main contributor of pollination of durian. Since Durian flower has specific time when it blooms it matches when the time the bat flies from the cave. You would not believe how they are being counted because they are too many. The tour guide explained everything in detail and makes us more interested about how the bats contributes to fruits and why fruits in davao are delicious."
"Mari B"," ","November 23, 2015","Bar Caves","Trully a big colony of bats particularly fruit bat specie only. Learn more about bat habitat and its characteristics. See why Guinnes put this at its record."
"jed1017","Mandaluyong, Philippines","November 23, 2015","World Record Place","The bats gave me goose bumps as well as their smell. 😄 I just hope we visit a bit late in the afternoon to see the million of them going out of their cave.."
"motorbikerzss","Manila, Philippines","November 19, 2015","Render Motorbike From Pearl Farm Resort To The Bat Caves","Checked in at Pear Farm Resort down south of Samal Island, outside the gate are motorbikes waiting for tourists. For 2 hours one can visit the Monfort Bat Sanctuary at up North and some enough time to Hagimit Falls for 300 Pesos per head.  Driver is provided negotiating through rough up and down terrain, passing through town and up to the mountains. From Pearl Farm is about 50 minutes. (If I drove that bike perhaps I would have run it in lesser time. it seems that they run is at a pace for some reason)  Now The BAT Cave The Bat Caves are divided to 4 chambers group into several social divisions 1. Lovers Chamber This is where the mating happens. The male ones have swollen penises and copulating with the females in what it seemed a Dracula's embrace. Other males are flying around showing off their skills to attract females.  2. Training Chamber This is where the young ones are grouped. You will notice that most bats are small sizes and it seemed they are taught by a few bigger ones how to glide/fly.  3. Old Age chamber.  This chamber holds the quiet ones, Very little movement and flying around.  4. Exit chamber This is the far end of the cave for entrance and exit.  During dusk, a nice display choreographed flight are displayed by the bats.   No food sold here. Bring water and umbrella. A 50 minute ride can burn you in the sun so protect yourself.   A must attraction when you visit Samal Island. A few bat caves are in Palawan and other mountainous regions but nothing close to this. 2.5 Million bats and counting. They fly to Davao peninsula to the mountains feeding on fruits and insects during the night. They comeback the almost the dawn of the next day. A spectacular sight."
"Michael S","Philippines","October 22, 2015","Ok, next stop please!","For the cause of helping conserve this fruit bat cave sanctuary, an ocular of the millions of fruit bats, and the guano they excrete, it's worth the visit. Not for the squeamish. The stench sticks to the skin!"
"robmaghinang"," ","September 30, 2015","back to the batcave","if like bats come here, espcially at dusk, when they come out, there are 5 cave entrances loaded with fruit bats"
"Ramon F","Valenzuela, Philippines","September 11, 2015","Lair of the bats - minus batman","There are four cave openings connected to each other where up 2.5 million fruit bats lives and they tend to stay in some opening depending on their age and their hierarchy. The guide was very friendly and knowledgeable. However, there are only a few and...More"
"Stuart H"," ","September 5, 2015","Guide is great, amazing show during the night","The fee is 100 for adults, 40 for children, you can come from 8a to 7p, but better take the 6p schedule, guide will take you to the cave, share with you about the history of it, and the bats activity, 6:30p youll see them...More"
"Vanessa G"," ","September 4, 2015","Bat cave visit","A must to see, you get very close to the bats and view them looking into a series of open top caves. This was far better than I imagined."
"Jane A","Manila, Philippines","September 2, 2015","Lots of Bats","lots of bats and OK to experience one and wouldn't go back again. Bat poops is really smelly just FYI"
"Lablitaa"," ","August 31, 2015","2.5 Million Bats to see!","It was an amazing experience to see all the 2.5 million Rousette bats at Monfort. The Sanctuary was recorded by Guinness Book of World Records 2010 as the largest single colony of this kind. Visitors can get an up close look at the Rousette Fruit...More"
"SimonDabbs","Philippines","August 30, 2015","Interesting","Traveled to Samal Island by ferry and took us 10 minutes. We rode by tricycle and the price range depends on how many places you would visit. We traveled almost 20 minutes to reach the place. 100php for entrance and there was a tour guide...More"
"tocksteinjohn","Melksham, United Kingdom","August 20, 2015","Be amazed by seeing more bats than you possibly imagine!","We arrived just as it was getting dusk. We received a warm, enthusiastic welcome and were guided up the footpaths that lead to the fenced, chimney-like entrances to the caves, home to the bat colonies. We were not disappointed; once it got fairly dark, the...More"
"Audreeadjel","Charly-Sur-Marne, France","August 9, 2015","Nice place to see in samal","Im with my Family and we discover it together ,its nice place how all the bats are all together,it smells bad coz of their waste but it was amazing.only need to update the price coz in the internet the entrance was 25 pesos but when...More"
"John W"," ","August 5, 2015","Bat Cave","Entrance is Php 100. Ate at the cashier guided as way to the cave, shes very hospitable, she explain everything about bats basically.   Tips: there are many mosquito literally so buy some mosquito repellent before going here  Be ready for foul smell of the poops of the bats   The noise of the bat is okay "
"Vsevolod L"," ","August 1, 2015","Fascinating!","The Monfort Bat Sanctuary is a very different kind of attraction. Visitors don't go inside the actual cave, as it would be too dangerous due to snakes and toxic gasses from the bats (!) but view the groups of bats from four different openings.   The sheer number of bats is overwhelming, even though visitors only see a small portion. The sounds they make and their unique walking movement are interesting enough in themselves.   The helpful guide told us that bats segregate their society into different groups. There is a mixed group, a maternity group (yes, really), a teenager group and an adult male group. They all behave differently. Beware - the adult male group stinks!  This is all in a pleasant location with good views. Do take water though, as there isn't an aircon room in sight. Well worth a trip."
"Ferry A"," ","July 27, 2015","If you like bats","The most expensive thing I went to in the Philippines, but I thought it was kind of worth it. Even though you don't do the cool stuff you expect, no walking in the cave or anything, I liked it. Observing thousands of bats was pretty cool."
"Dragon51","San Mateo, Rizal, Philippines","June 30, 2015","Monfort Bat Cave is a wonderful creation!","Fruit bats should be preserved since less bats less durian since durian pollinate at night.So thrilled to see millions of bats in different caves!"
"Glentoy","Jersey, British Isles","June 30, 2015","Millions of Bats","You can get up close to millions of bats. Fascinating and recommended. We did this as a tour from the hotel and they supplied a helpful 'guide' to stay with us during the duration. I was surprised they allowed flashlight photography as I thought this would disturb them, but I suppose they are meant to be near-blind ! "
"ANNann00","Davao City, Philippines","June 23, 2015","Bats overload!","Samal is not just about white sand beaches. It is also home to millions of Geoffroy's rousette fruit bats. Monfort Bat Sanctuary is about less than an hour away from Davao City proper. When you visit the place you might want to go down the beach area. The view from the beachfront is spectacular. "
"Zendel1234","Philippines","June 21, 2015","Ba-ba-ba-bats!","Batman can be filmed here! I think they hold the Guinness record for having the largest number of bats in the world. I've also learned that bat poop is really expensive but they don't harvest it anymore since the bats will be disturbed. Some people might shrug off this place just because, but then, where else can you see bats so many as these? Also, the vanishing island can be seen from here."
"505chad","Manila, Philippines","June 7, 2015","Educational","it is a must see in Samal especially if you have school kids with you. You will have a clear understanding of life & nature. Congratulations to the founder, Mrs. Monfort a.k.a Bat Mama, you are amazing."
"Doug H"," ","May 5, 2015","sundown","try to visit before sundown..you will see when they go out from the cave before finding some foods. they do echo location which is very amazing to observe. also try to spot the big snake they say which they found 10ft few years ago."
"ingmar b"," ","May 1, 2015","Amazing!","If you find yourself on Samal Island, do yourself a favor and stop by the Monfort Bat Sanctuary. It can be a quick stop, but as far as I'm concerned, it's the coolest thing to see on Samal. I was amazed by the amount of bats here. Apparently, it's the largest colony of Rousette fruit bats in the world at 1.8 million. Definitely worth the trip."
"niquedejesus"," ","April 27, 2015","The most unique thing to do in samal","I went here for a day tour and a night tour. I think the owner is a really good person since she could also make a resort from the primelocation. The staff is entertaining and its also free to go to the beach over there. i dont think that its expesnsive since this place has no funding so everything is paid by the enterance fee. And espescially the night tour is very wonderfull"
"Roseann G"," ","April 10, 2015","Magnificent sight to behold","I have never seen anything like it. It was such a magnificent sight to behold! I can imagine Batman filming in these sink holes. It's truly breathtaking.  Just like you I do not like going into bat caves, first of all it's dark, you can hardly see anything, it smells awfully awful and it can be scary. But this bat sanctuary is nothing like it. You do not have to brave a hole full of bats just to witness them up close, they are kept in large and deep sink holes where you can appreciate them while you're out in the open. You can still smell them yes, but you can always cover your nose and step away if you cannot take it anymore. There was a nice girl tour guide who showed us the sink holes, and patiently explained the details.  Monfort Sanctuary also holds night tours when bats go out of their caves to eat fruits. Advance booking is required to join this tour. And according to the tour guide, the night tour guests are required to bring and use umbrellas because bats might poop on them.  Entrance fee: Php 100 per head"
"katsparrow"," ","March 19, 2015","Interesting but a bit expensive for the experience ","Yes, it is interesting how you can see millions of bats inside the cave or sink holes, but for a short tour costing 100 per person, i think its too much. Just be careful on touching the railings around the sink holes or you may just have a touch of the bat poop. As for our visit, we did not gave our tour guide tip because we thought entrance was too much. "
"joy t"," ","March 17, 2015","Surprisingly Interesting","We did not really expect to be drawn in by a bat sanctuary of all places. Our tour guide, Anna, was very informed and enthusiastic. She made the bats sound so fascinating that we came back for a moonrise viewing. At twilight, the bats rise out of the caves in a tornado fomation before heading out. It's amazing to see up close, and if you are spending the night at Samal island I highly recommend it."
"AsanSiDiwaAtShiela"," ","March 2, 2015","awesome experience","one girl gave us a tour . there are 4 openings and millions of bats live in those caves... you will learn a lot from this mammals and if your lucky you can also see snakes down the cave from the opening.  you only have to pay 100. very near from paradise island. you can take habal-habal.."
"Chrnzke"," ","January 12, 2015","I'm proud it's here in PH","The Monfort Bat Cave Sanctuary is a private property owned by Monfort Family.   The entrance fee increased from 40Php to 100Php as they want to develop the place for tourist attraction purposes.   100Php is too much for viewing it but if you want to see it for yourself go waste 100Php. Anyway, it is the largest bat colony in the world and it's in Guinness Book of World's Record.   You will see several tarpaulins with a lot of information about bats. This is a good place for those who wants to know more about bats and understanding them.   Their guides are informative too. Some of their spiels are also the same on what you mostly see on the tarps.   The locals say that it is best to go there at night because the bats will swarm all over the place and you will see the 2 Billion record they are claiming. The rest of the bats stay in the caves.   Camera flash is discouraged. "
"avid_traveller_sg86"," ","December 2, 2014","Not so much","What you see on the pictures in the internet is the same as what you'll see when you get there. Nothing more. Entrance is P100."
"TravelBug1469","Singapore, Singapore","November 13, 2014","Lots of bats, nothing more","Pay to enter parking lot, pay again to enter and see the overrated, small, smelly underground caves with lots of bats. Facilities are aweful. Too pricy. Place is meh.. Basically overrated. Not recommended."
"Veloce298","Manila, Philippines","September 22, 2014","Guinness-Breaking Bats","The bats that inhabit the caves in Monfort Conservation Park was said to have numbered to millions breaking the Guinness World Records. The bat sanctuary is a privately-owned property with natural caves conducive for survival and shelter of bats. Here they formed colonies of more than million individuals There are openings on top of the caves where visitors can watch how the bats are doing down under.  Bats are nocturnal mammals capable of sustained flight, so that they sleep during day time and go out as hordes during night time in search of food. While about 70% of bats consume insects for survival, bats here were said to be fruit-eating bats going as far as the mainland of Mindanao before returning back to Monfort at dawn. Boring as it may seem, you can see those bats hanging upside down - one on top of another - making a thick wall of bats that darken the cave at day time. It was said that the best time to watch them is during early evening when bats start to move inside the cave and out to fly. While day tour at Monfort ends at 5 PM, interested guests may make arrangement with Monfort staff for a nigh visit."
"igmegalingan","Makati, Philippines","September 21, 2014","Definitely go in the evening to see the bats flying","We got there at 4.30 which was good as we saw the caves in the light then stayed until it got dark at 6pm.  Once it gets dark the bats take off swirling around in a mass throng of movement and noise. The set up at the sanctuary is good with the cave entry holes fenced off and secured and they gave us torches to see into the cave as well as help our footing.   We got the timing correct but if you are planning to be there late then call or SMS otherwise they close up at 5pm and go home. The daytime charge of php 100 goes up to php 200 for the night visit, but we thought it was well worth it.   Guides, anna and Jodie, were friendly and enthusiastic and definitely wanted to show us the centre.  All I all a good place to visit"
"hopper28","Quezon City, Philippines","September 13, 2014","For close up pics either bring a long lens or Google","If you have binoculars or a DSLR with a long lens you will get the optimum benefit of this place. You will need proper tools to see what those bats really look like and be able to take some worthwhile pictures of them home.  For safety reason tourists can only look around the various openings around the cave and at the safety of daylight. The bats numbering in the millions according to estimates can easily overwhelm you should they wish it. The guide said there are night tours too. I wonder how that goes.  But without said tools seeing all those bats together is still quite something. Just open your nose."
"nike0608","Cagayan de Oro, Cagayan de Oro, Philippines","September 3, 2014","amazing","i am totally appalled and amazed at what i saw.. the caves are so full of bats that they seem to sleep with the sun because the inner parts of the cave are already occupied. its a must-see creation"
"michaelnotmike","Cagayan de Oro, Philippines","August 23, 2014","Educational","Our tour guide is very knowledgeable given her experience. I did not know that the bat colony living in the cave has different rooms. Like, older bats stay in the darkest part of the cave whilst younger ones are staying near the entrance. The place smells of bat poop but I did not mind it. Simply breathtaking to be up close with bats in their natural habitat. "
"Richard C"," ","August 22, 2014","Bats, bats and more bats!","The tour guides are very engaging. They can make the short tour very fun and engaging. Try to get a night tour. That is what I plan to do next time."
"Pinoy-Local-Tourist"," ","June 17, 2014","Bats all you want","A great place to go to. lots of bats to see and caves. There is a distinct smell which is normal for bat caves. You won""t need to enter the cave, you can see it from the top. The lady said around 5pm is a good time to see them fly out of the cave, surely a good experience. Bring some ""off lotion"" to keep the mosquitos off. Shorts, slippers and tshirt is enough to go here. Tour guide was very friendly and knowlegeable."
"Babis221","Taguig City, Philippines","June 17, 2014","Entrance fee a rip-off","I've been visiting this cave when it was still free, but it appears that its National Geographic exposure has instilled a opportunistic mindset on its owners/operators. The Php 150 entrance fee on top of the Php 5 environmental fee the city charges leaves a bad taste in the mouth. The guide told us that the fee used to be Php 40, so we can expect the fee to further escalate."
"Reyosabajr","Manila, Philippines","May 28, 2014","Bats and more bats","Samal island is about 20 minutes by boat from davao city; a short walk to the Monfort bat sanctuary then there is a 5 minute briefing by the helpful staff (with funny anecdotes from Ana, our designated guide for this visit) then a short walk...More"
"DON9260","Paranaque, Philippines","April 7, 2014","Picturesque!","It was a perfectly preserved bat colony....educational too. Our guide Anne....was so informative and helpful...and accommodating."
"summer q","General Santos, Philippines","March 15, 2014","Samal trip","the place is not that beautiful and attractive but the bats are amazing... one of a kind and a place that you must visit when you go to samal island"
"rfoz11","Manila, Philippines","March 15, 2014","Worth a visit!","i liked it because it's a world record and the staff are very accommodating.it's not too far from the center.just rent a motorcycle and you can reach the place.vanishing island can be seen from there."
"Kimberley_Chong","Blacksburg, Virginia","March 6, 2014","Learned a lot about bats!","We didn't know about this sanctuary until our island tour; we learned a lot about bats and their role in propagating that most sought-after but much too smelly fruit called Durian. Our guide was very knowledgeable and we were suitably impressed by the thousands of...More"
"Gerard N","Kuala Lumpur, Malaysia","January 31, 2014","Rare experience with nature","Helpful guide will tell you more about the Largest Fruit Bat Colony in the World upon entering. The entrance fee is 100P. The sink holes are amazingly unique and you can see the bats from up close. Try to head there before 4pm as the...More"
"belgianguy1","Manila","November 25, 2013","1 bat. 2 bats. lots of bats!","Great experience, it was my first time seeing bats but I didn't know that it was that many.. millions of them! Amazing! The guide was really good, Maria (around 9-10 year old girl) and we enjoyed talking to her. But I suggest not to wear...More"
"markis1md","belgium","November 24, 2013","Something different","Cool site! Never seen so many bats in one place You can get real close and observe them But the smell is overwhelming And a lot of mosquitoes too (don't the bats eat bugs?) Definitely worth the detour, something different!"
"Runel Zeth R","epsom","November 12, 2013","Nature at its best","Amazing, Awesome, this is nature at its best. I can not understand why many reviewers voiced that the time spent was short and the price they paid, guys ! this is nature.... if you want neon lights, candy stands and razzmatazz go to a theme...More"
