"User","Location","Date of Review","Review Title","Review"
"Loislim","Davao City, Philippines","December 7, 2016","My default mall but... parking area stinks!","Gaisano Mall is my default mall, meaning I go to this mall for everything : grocery, shopping, mailing, paying bills etc. But every time we enter the parking area and we have to open our window to get a parking card, the smell is horrible... I was hoping it would improve, but over time it's getting soo bad."
"musickaren","Mandaluyong, Philippines","August 25, 2016","a big mall","walked to gaisano from my hotel uno (15 minute walk) crowded(because there was a gma kapuso caravan at the event hall) bigger than SM Ecoland Davao. But kinda Gaisano mall is kinda old and the overall aura is kinda yellowish, not like SM malls that has a light ambiance."
"John S","Davao City, Davao City, Philippines","August 13, 2016","Poor customer service","If you want to return an item or have been over charged they take forever to give you the refund, like they want you to give up. Even with looooong cues in the check outs they only operate about half of them in grocery witch is poor and price-tags often have a lower price then you're being charged. Have been there many times and it's always the same"
"Nikolai S","Oslo, Norway","June 15, 2016","Great place","Great place for doing Your Grocery shopping with its big Grocery store at the bottom of the Mall.   The Hair Studio is a fantastic place to get your pedicure, manicure, hair treatment by their wonderful staff. Highly recommended especially if you are used to the European non existence offers of these kind of services in Hair Saloons.   Nice safe airconditioned common areas and many different kind of stores available.   The stores less High end Compared to the newer Abrezza Mall, but also a bit less pricy. "
"AGMMAC","Pasig, Philippines","June 6, 2016","Mall for affordable finds","We went to Gmall to look for shirts. It's a place for cheap and affordable finds. It was pretty crowded though. I do appreciated the fact that it was easy to get a taxi, with helpful taxi attendants. There were also several dining options in the mall."
"SherwinJoseph","Luzon, Philippines","April 15, 2016","A new mall, small but complete","This is one of the few new malls in Davao City. It looks small but relatively huge in terms of shopping options.   Located along CM Recto Ave (I hope I am right), the mall offers a wide options of food stalls and shops -- fashion and clothing, electronics, supermarket, and department store.   Relatively clean and organized.  Very accessible via public transportation."
"Phuket, Thailand","Phuket, Thailand","March 17, 2016","Great food court ","The food here is actually better than alot of the restaurants. You can see what you are ordering and its sizzling hot!"
"DonkeyFood"," ","March 7, 2016","Bigger than it seems","I went to this mall as it was the closest one to Marco Polo hotel. I thought it would be a small mall with only local stores but it really baffled me. This mall was bigger than most malls I've been to and I spent 4 hours just windowshopping:/"
"larry0123","Overland Park, Kansas","February 21, 2016","another great mall","lots of thing to see and do. like how clean the mall and the area around the mall is. just a short walk to other malls."
"FrogBandit","London, United Kingdom","February 13, 2016","good for shopping, eating and exploring","I preferred this mall to the Abreeza for some reason but in any case it offers what most malls do. I recommend a visit for a few drinks, eating ans maybe some shopping :)"
"Maria Teresita E","San Francisco, Philippines","January 27, 2016","Need to speed up service","Gaisano Mall of Davao is still the best place to shop but you must have to extend your patience because the lines at the counters of the department store is very long, and some employees can't handle wholesale purchases at the department store."
"Ralph S","San Antonio, Texas","January 14, 2016","My favorite mall in Davao!","We go here several times a week to shop for our groceries and other needs. We're always discovering new things there."
"malkingreg22","King's Lynn, United Kingdom","January 3, 2016","Very good clean and cheap ","Very good mall very cheap everything u need is here even got Lisa imported meats KFC Mac Donalds jollie bees Not so good for getting taxi"
"J_Mon0","Manila, Philippines","November 26, 2015","Great buys!","So many stalls and stores to choose from. Greats bargains and sales. Food stalls had a great variety, super cheap. Great alternative place for buying souvenirs and pasalubongs---especially if you want to avoid hot, crowded, busy outdoor stores for tourists. Super cheap and fun buys!"
"Elmo B","Manila, Philippines","November 19, 2015","Tourists Buy Souvenirs and Pasalubong (Gift) Food Here","Souvenir Items and Pasalubong (Gift) Food, buy it here  After so much moving around the city, we found out that souvenir items are much cheaper inside GAISANO DEPARTMENT STORE and you can use all sorts of payment method.  From refrigerator magnets, hats, wallets, purses and scarves it is cheaper in here. An indigenous purse (made from fiber) only cost 29 pesos here agains 45 pesos in another souvenir shop outside.  Food items like durian candies, mangosteen candies and more, buy it from GAISANO SUPERMARKET You can even buy the popular MALAGOS CHOCOLATE too.  You may find the place crowded but this is highly accessible by jeep and taxi or simply walk. Davao is a safe place (ranked 8th in the world for safety)."
"Iceman272","Grafton, NY","October 16, 2015","Hasn't changed much","Always a good mall to wander in this city. We used to go here a lot in 2002. The mall has not changed very much in the intervening years. I still enjoy it."
"Davao City, Philippines","Davao City, Philippines","September 22, 2015","Everything you need in one mall!","Gmall is at the corner of J.P. Laurel Avenue (or Bajada) and Start.Ana avenue beside the Davao Chinese High School. You will not miss it cause it is why there's always a traffic jam in that corner coz all the jeepneys stop there.  It's a one stop shop Mall: post office, LBC air cargo, National Bookstore, pizza places, fast-food galore, six cinemas with lazyboy seats!  There are several parlors and barbershops, several skinclinics and travel agencies too. Teenagers love to hang around this place, as there are game areas, hobby places, mini fountain park at the Peak and even a basketball area. The grocery area is huge that the layout is still confusing, but what you can't fine in other grocery shops, you'll surely find it here. Just watch out what you get coz it could be the imported kind and it's a different price from the local produce. Am not sure if they intentionally mix the imported goods with the localgoods. I could spend the whole day at gmall; shopping, pay my bills, mail some letters, watch a movie, get some hardware stuff, do my groceries, have some lunch in a different resto every time I go."
"GeraldWennerstr... W","Valencia, Philippines","August 21, 2015","All That Glitters Is Not Gold","Malls in the Philippines all have the same attractions - latest gadgets, clothes, groceries, fast food and regular restaurants. All well and good - except when it comes to getting consumer help before and after buying. Knowledge of products is minimal and getting replacement or service after sale takes 3-4 weeks at the earliest."
"Mits A","Taguig City, Philippines","August 10, 2015","A must visit for the thrifty traveller","It's a great mall for good buys in cheap prices, it so happened that when I went there everything was on sale. Thumbs up for me!"
"Pao P","Davao City, Philippines","July 29, 2015","Its great to be here!","Basically Gmall's dept. store have everything you need with a great array of products to choose from. Expect big discounts while shopping"
"Dinah A","Davao City, Philippines","July 25, 2015","Big Discounts!","Enjoy shopping with big discounts big savings on all quality items. All you need at one stop-shopping. Its all here, great to be here!!!!!"
"Shayne L"," ","July 25, 2015","The place to shop!","If you're looking for something great but affordable, or a place to just relax and unwind, GMall is the place to be."
"Erl09","Davao City, Philippines","July 24, 2015","Great finds and nice place to shop!!!","Believe me! All you need is here! From fashion, style, clothes, food, groceries, gadgets & technologies and a lot more! From cheap to valuable items which is very cool! I've never seen this kind of Mall in Davao that can offer you almost all things you want/need! Also, great place at the peak! Great events at the atrium! Keep it up!"
"Jeff O"," ","July 24, 2015","A very cozy place!","Among the great places in Davao, Gaisano Mall of Davao is noteworthy. I saw lots of affordable and quality products to choose from! Moreover, the main thing for me is that I never get bored there."
"April M","Davao City, Philippines","July 23, 2015","WOW Gmall Davao","Gaisano Mall of Davao is a huge ,all that offers quality services and products for all consumers. The exterior and interior design is very creative and it added to its consumers comfort. The security implements strict checkpoint to assure the consumers safety."
"Kurt Wendell C"," ","July 22, 2015","Shopping Experienced to Remember!","Shopping Experienced to Remember! Cheap but quality guaranteed products. its nice to chill and relax with friends & Family."
"Makati, Philippines","Makati, Philippines","July 15, 2015","A lot like Manila","It was my first time to step in Gaisano Mall and to think, it is indeed just like Metro Manila Malls, particularly Ayala Malls. It was nice although I haven't taken much of our time visiting here but I guess it will be most likely advisable to visit this place. :)"
"Ida Cel D","Philippines","July 15, 2015","Cheap finds and cool rooftop area","This is where you find the boutique stores. Not much on the big brands but if you value style over brand names, this is the mall for you. Lots of sale items too. One of the reasons you have to check this mall out especially at night is the rooftop area. Restos and watering holes that won't leave you poor when you go in are great and a bonus that it has a good view of the sea as well. Easy to get to as taxis and jeepneys frequent the area. Do your christmas shopping here.   For those with cars, this mall has multilevel parking so your cars would be well-guarded and shielded from the sun. "
"WanderLustDavao","Davao City","June 7, 2015","Accessibility, choices, comfort","I enjoy shopping at GMall because it's centrally located at Davao's downtown area. The choices of stores found in the mall are also the ones that I regularly patronize. There are also a lot of good and affordable finds in their department store and grocery, especially imported ones. Sales attendants are also friendly. Plus being a movie buff, they have 8 cinemas that satisfy my cravings."
"Christine J","Davao del Sur Province, Philippines","June 5, 2015","One Stop Shop","If you want a place to dine, shop, relax and everything, Gaisano Mall of Davao is the perfect place to go. I've been to many malls and shopping centers. But with this mall, I'm soooo delighted. Yeah.. I mean it."
"ajmiphranum","Davao City, Philippines","June 4, 2015","Great Savings","Everything I need is here. More choices, more affordable. It's a one-stop shop. I was very satisfied."
"Dondi A"," ","June 3, 2015","THE place to shop","I've been to many shopping centers all around the country, but GMall (as they call it), has the WIDEST (and I really mean it) range of choices in their department store. And true to the Gaisano name, it also has really good deals and price points for shopping. A great place to load up on pasalubongs (and even advanced Christmas shopping) before going back home.  And I liked the Peak on the roofdeck. Very cool and scenic to relax/eat/coold down after all that shopping."
"revita k","toronto","May 13, 2015","convenient","a 5 minute walk from the hotel. cheap stuff too. but if you want high-end joints, go to SM City or Abreeza Mall. take a taxi with your hotel guard, so they can record the plate# of the cab. just in case."
"tbose","Kolkata (Calcutta), India","March 31, 2015","A good mix and choices of shops and eateries","Loved the concept of restaurants and eateries on the top floor. Basketball court, Parking and a great view of the city."
"Samy N"," ","November 21, 2014","Excelent for Teens ","It's such an excellent place for teens, there's so many teen wear shops, many fast food restaurants, games area, electronics floor. I think it's best dating place for teens. And at the bacement there is big supermarket."
"Xanerin","Alice Springs, Australia","November 7, 2014","Bustling with energy","I love this shopping mall as it has nearly everything you require. It may be an old style building but it is like an ants den with everybody hurriedly scurrying everywhere. It oozes with enthusiasm and the selection of shops is great. I was very impressed that they have a child minding service and games on the top floor including a cinema and food court. Every floor is well designed so you can find what you are looking for - thumbs up. Just needs a good music store."
"Bacolod, Philippines","Bacolod, Philippines","September 20, 2014","The Peak, attraction at Gaisano Mall","wow! large shopping complex in Davao, crowded with students, families & barkadas on weekend..they have afternoon Sunday mass at he top floor..wait for the sunset & enjoy the night at The Peak..beautiful fountains too..oops! watch out for electrical wirings at the top floor & stairs ,management must inspect regularly for the safety of mall goers."
"Liezel G","Davao del Sur Province, Philippines","August 8, 2014","I always go back here because products are cheaper","This is one of the oldest mall in Davao but they still compete with the others. They offer cheap products that I liked. I usually get my groceries here as it's the nearest to my place. We enjoy the cinema as well."
"JEmmanuelLasPinas","Las Pinas","June 21, 2014","reliable mall with lots of stores","GMall is one of the older original malls in Davao City. It is big with lots of stores that cater to all income brackets. There are many restaurants to choose from. It is centrally located and is very accessible."
"kalboHastings","Hastings","July 18, 2013","Best in Davao","Ive been here in Davao twice & this time for 3 weeks & been to all the malls here & even tho SM Lanang is now available felt that the Gaisano Mall was still the best - easy to navigate, so many stores & the...More"
"MijnlieverdFH","Amsterdam","February 17, 2013","Great place, very accessible","Grocery store with complete stuff from veggies, fruits, cereals to imported goods and many more. Also close to the hardware store, and kitchen wares that i found most of the stuff i needed. Books stores, high-end bags and clothing and shoes can be found here...More"
"Jordan V","Macao","February 9, 2013","Interesting Place To Visit!","They say that the only way for you to understand the people living in a particular place, live like they do! Well we did and the place was a huge surprise to us...the structure was old, but wait we were mesmerized when we got inside!...More"
"Jacksonville, Florida","Jacksonville, Florida","January 29, 2013","Excellent Mall","Since this mall was only a mile away from my hotel, I opted to go here rather than the other plushier mall which was another mile further away. And as it turned out, I couldn't be any happier with my decision. It was a great...More"
